# SYNTHETIC REPAYMENT OUTCOMES — drawn by training/generate_risk_outcomes.py from a documented latent-risk model. Nobody defaulted; nobody exists.
user_id,defaulted,latent_default_probability,latent_shock,SYNTHETIC
syn-1177,0,0.079924,-0.829577,TRUE
syn-1178,0,0.245918,-0.026878,TRUE
syn-1179,0,0.239749,0.548226,TRUE
syn-1180,0,0.072115,-0.686595,TRUE
syn-1181,1,0.312782,1.646874,TRUE
syn-1182,0,0.000832,-2.907149,TRUE
syn-1183,0,0.086093,0.468999,TRUE
syn-1184,0,0.038186,-0.942664,TRUE
syn-1185,0,0.030957,-0.165915,TRUE
syn-1186,0,0.014083,0.268297,TRUE
syn-1187,0,0.005625,-1.068496,TRUE
syn-1188,0,0.197452,0.435388,TRUE
syn-1189,0,0.146599,0.097176,TRUE
syn-1190,0,0.03914,0.724042,TRUE
syn-1191,0,0.125061,0.110212,TRUE
syn-1192,0,0.001986,-1.309589,TRUE
syn-1193,0,0.030104,0.326241,TRUE
syn-1194,0,0.008121,-0.480768,TRUE
syn-1195,0,0.020457,-0.572166,TRUE
syn-1196,1,0.070968,0.197845,TRUE
syn-1197,1,0.033026,-1.052861,TRUE
syn-1198,0,0.071538,1.174249,TRUE
syn-1199,0,0.481536,0.519989,TRUE
